date,state,cases,deaths
4/22/20,Nebraska,1826,42
4/22/20,Nevada,4081,187
4/22/20,New Hampshire,1588,48
4/22/20,New Jersey,95865,5063
4/22/20,New Mexico,2210,71
4/22/20,New York,261591,19647
4/22/20,North Carolina,7220,242
4/22/20,North Dakota,679,14
4/22/20,Northern Mariana Islands,14,2
4/22/20,Ohio,14117,610
4/22/20,Oklahoma,2894,169
4/22/20,Oregon,2059,78
4/22/20,Pennsylvania,36763,1720
4/22/20,Puerto Rico,915,46
4/22/20,Rhode Island,5841,181
4/22/20,South Carolina,4761,140
4/22/20,South Dakota,1858,9
4/22/20,Tennessee,7681,169
4/22/20,Texas,21769,571
4/22/20,Utah,3451,34
4/22/20,Vermont,823,39
4/22/20,Virgin Islands,54,3
4/22/20,Virginia,10265,349
4/22/20,Washington,12606,696
4/22/20,West Virginia,939,29
4/22/20,Wisconsin,4915,247
4/22/20,Wyoming,447,6
4/23/20,Alabama,5832,197
4/23/20,Alaska,335,7
4/23/20,Arizona,5769,257
4/23/20,Arkansas,2599,45
4/23/20,California,39534,1548
4/23/20,Colorado,11262,557
4/23/20,Connecticut,23100,1639
4/23/20,Delaware,3308,92
4/23/20,District of Columbia,3361,139
4/23/20,Florida,29640,986
4/23/20,Georgia,20905,871
4/23/20,Guam,979,6
4/23/20,Hawaii,590,12
4/23/20,Idaho,1836,54
4/23/20,Illinois,36935,1696
4/23/20,Indiana,13196,811
4/23/20,Iowa,3939,96
4/23/20,Kansas,2626,112
4/23/20,Kentucky,3548,194
4/23/20,Louisiana,25798,1599
4/23/20,Maine,937,44
4/23/20,Maryland,15805,748
4/23/20,Massachusetts,46023,2360
4/23/20,Michigan,35253,2977
4/23/20,Minnesota,2942,200
4/23/20,Mississippi,5153,201
4/23/20,Missouri,6321,248
4/23/20,Montana,442,14
4/23/20,Nebraska,2190,46
4/23/20,Nevada,4208,195
4/23/20,New Hampshire,1670,51
4/23/20,New Jersey,99989,5368
4/23/20,New Mexico,2379,78
4/23/20,New York,267932,20212
4/23/20,North Carolina,7608,253
4/23/20,North Dakota,709,15
4/23/20,Northern Mariana Islands,14,2
4/23/20,Ohio,14694,656
4/23/20,Oklahoma,3017,179
4/23/20,Oregon,2127,83
4/23/20,Pennsylvania,38334,1723
4/23/20,Puerto Rico,1230,69
4/23/20,Rhode Island,6256,189
4/23/20,South Carolina,4917,150
4/23/20,South Dakota,1956,9
4/23/20,Tennessee,8169,172
4/23/20,Texas,22706,601
4/23/20,Utah,3621,35
4/23/20,Vermont,825,42
4/23/20,Virgin Islands,54,3
4/23/20,Virginia,10999,375
4/23/20,Washington,12981,717
4/23/20,West Virginia,981,31
4/23/20,Wisconsin,5125,257
4/23/20,Wyoming,453,7
4/24/20,Alabama,6026,209
4/24/20,Alaska,337,7
4/24/20,Arizona,6045,268
4/24/20,Arkansas,2810,47
4/24/20,California,41368,1619
4/24/20,Colorado,12255,672
4/24/20,Connecticut,23921,1764
4/24/20,Delaware,3442,100
4/24/20,District of Columbia,3528,153
4/24/20,Florida,30525,1045
4/24/20,Georgia,21575,889
4/24/20,Guam,997,6
4/24/20,Hawaii,595,13
4/24/20,Idaho,1870,54
4/24/20,Illinois,39658,1804
4/24/20,Indiana,13848,851
4/24/20,Iowa,4459,107
4/24/20,Kansas,2842,117
4/24/20,Kentucky,3779,203
4/24/20,Louisiana,26199,1660
4/24/20,Maine,965,47
4/24/20,Maryland,16693,798
4/24/20,Massachusetts,50969,2556
4/24/20,Michigan,36628,3084
4/24/20,Minnesota,3185,221
4/24/20,Mississippi,5434,209
4/24/20,Missouri,6625,267
4/24/20,Montana,444,14
4/24/20,Nebraska,2474,50
4/24/20,Nevada,4398,203
4/24/20,New Hampshire,1720,53
4/24/20,New Jersey,102196,5617
4/24/20,New Mexico,2524,84
4/24/20,New York,276218,20759
4/24/20,North Carolina,8052,270
4/24/20,North Dakota,748,15
4/24/20,Northern Mariana Islands,14,2
4/24/20,Ohio,15169,690
4/24/20,Oklahoma,3120,188
4/24/20,Oregon,2177,86
4/24/20,Pennsylvania,40298,1786
4/24/20,Puerto Rico,1276,77
4/24/20,Rhode Island,6699,202
4/24/20,South Carolina,5070,157
4/24/20,South Dakota,2040,10
4/24/20,Tennessee,8618,172
4/24/20,Texas,23650,625
4/24/20,Utah,3782,39
4/24/20,Vermont,827,43
4/24/20,Virgin Islands,55,3
4/24/20,Virginia,11595,413
4/24/20,Washington,13197,731
4/24/20,West Virginia,1010,32
4/24/20,Wisconsin,5431,262
4/24/20,Wyoming,473,7
4/25/20,Alabama,6213,213
4/25/20,Alaska,337,7
4/25/20,Arizona,6280,275
4/25/20,Arkansas,2909,48
4/25/20,California,42590,1692
4/25/20,Colorado,12967,670
4/25/20,Connecticut,24582,1862
4/25/20,Delaware,3576,112
4/25/20,District of Columbia,3699,165
4/25/20,Florida,30831,1054
4/25/20,Georgia,22225,897
4/25/20,Guam,997,6
4/25/20,Hawaii,597,14
4/25/20,Idaho,1887,56
4/25/20,Illinois,41777,1884
4/25/20,Indiana,14567,897
4/25/20,Iowa,5109,112
4/25/20,Kansas,3091,119
4/25/20,Kentucky,3905,208
4/25/20,Louisiana,26571,1703
4/25/20,Maine,990,50
4/25/20,Maryland,17844,875
4/25/20,Massachusetts,53348,2730
4/25/20,Michigan,37302,3273
4/25/20,Minnesota,3446,244
4/25/20,Mississippi,5718,221
4/25/20,Missouri,6826,280
4/25/20,Montana,445,14
4/25/20,Nebraska,2898,52
4/25/20,Nevada,4539,206
4/25/20,New Hampshire,1793,60
4/25/20,New Jersey,105523,5863
4/25/20,New Mexico,2662,93
4/25/20,New York,286901,21326
4/25/20,North Carolina,8548,304
4/25/20,North Dakota,803,16
4/25/20,Northern Mariana Islands,14,2
4/25/20,Ohio,15587,711
4/25/20,Oklahoma,3193,194
4/25/20,Oregon,2253,87
4/25/20,Pennsylvania,41626,1842
4/25/20,Puerto Rico,1307,83
4/25/20,Rhode Island,7129,215
4/25/20,South Carolina,5253,166
4/25/20,South Dakota,2147,10
4/25/20,Tennessee,8918,179
4/25/20,Texas,24494,662
4/25/20,Utah,3950,41
4/25/20,Vermont,843,45
4/25/20,Virgin Islands,57,4
4/25/20,Virginia,12365,436
4/25/20,Washington,13565,743
4/25/20,West Virginia,1025,33
4/25/20,Wisconsin,5762,266
4/25/20,Wyoming,477,7
4/26/20,Alabama,6421,219
4/26/20,Alaska,339,7
4/26/20,Arizona,6526,277
4/26/20,Arkansas,3001,50
4/26/20,California,43691,1716
4/26/20,Colorado,13440,678
4/26/20,Connecticut,25269,1925
4/26/20,Delaware,4034,120
4/26/20,District of Columbia,3841,178
4/26/20,Florida,31520,1073
4/26/20,Georgia,22459,907
4/26/20,Guam,997,6
4/26/20,Hawaii,599,14
4/26/20,Idaho,1897,56
4/26/20,Illinois,43903,1943
4/26/20,Indiana,15187,928
4/26/20,Iowa,5490,118
4/26/20,Kansas,3198,120
4/26/20,Kentucky,4074,211
4/26/20,Louisiana,26832,1729
4/26/20,Maine,1015,50
4/26/20,Maryland,18664,910
4/26/20,Massachusetts,54938,2899
4/26/20,Michigan,38003,3314
4/26/20,Minnesota,3602,272
4/26/20,Mississippi,5911,227
4/26/20,Missouri,6997,282
4/26/20,Montana,448,14
4/26/20,Nebraska,3126,54
4/26/20,Nevada,4638,206
4/26/20,New Hampshire,1864,60
4/26/20,New Jersey,109038,5938
4/26/20,New Mexico,2728,99
4/26/20,New York,292914,21804
4/26/20,North Carolina,8830,309
4/26/20,North Dakota,867,17
4/26/20,Northern Mariana Islands,14,2
4/26/20,Ohio,15963,728
4/26/20,Oklahoma,3253,195
4/26/20,Oregon,2311,91
4/26/20,Pennsylvania,42709,1871
4/26/20,Puerto Rico,1371,84
4/26/20,Rhode Island,7439,226
4/26/20,South Carolina,5490,174
4/26/20,South Dakota,2213,11
4/26/20,Tennessee,9435,182
4/26/20,Texas,25209,676
4/26/20,Utah,4123,41
4/26/20,Vermont,851,45
4/26/20,Virgin Islands,59,4
4/26/20,Virginia,12969,448
4/26/20,Washington,13744,757
4/26/20,West Virginia,1054,34
4/26/20,Wisconsin,5986,274
4/26/20,Wyoming,502,7
4/27/20,Alabama,6539,228
4/27/20,Alaska,343,7
4/27/20,Arizona,6716,277
4/27/20,Arkansas,3069,51
4/27/20,California,45208,1800
4/27/20,Colorado,13804,705
4/27/20,Connecticut,25997,2012
4/27/20,Delaware,4162,125
4/27/20,District of Columbia,3892,185
4/27/20,Florida,32130,1087
4/27/20,Georgia,23229,981
4/27/20,Guam,1113,6
4/27/20,Hawaii,600,16
4/27/20,Idaho,1917,58
4/27/20,Illinois,45883,1992
4/27/20,Indiana,16137,932
4/27/20,Iowa,5868,127
4/27/20,Kansas,3407,126
4/27/20,Kentucky,4146,216
4/27/20,Louisiana,27111,1740
4/27/20,Maine,1023,51
4/27/20,Maryland,19574,945
4/27/20,Massachusetts,56462,3003
4/27/20,Michigan,38457,3406
4/27/20,Minnesota,3816,286
4/27/20,Mississippi,6094,229
4/27/20,Missouri,7171,296
4/27/20,Montana,449,14
4/27/20,Nebraska,3487,54
4/27/20,Nevada,4708,219
4/27/20,New Hampshire,1938,60
4/27/20,New Jersey,111188,6044
4/27/20,New Mexico,2825,104
4/27/20,New York,296991,22267
4/27/20,North Carolina,9035,331
4/27/20,North Dakota,942,19
4/27/20,Northern Mariana Islands,14,2
4/27/20,Ohio,16325,753
4/27/20,Oklahoma,3280,197
4/27/20,Oregon,2354,92
4/27/20,Pennsylvania,43728,1946
4/27/20,Puerto Rico,1388,84
4/27/20,Rhode Island,7708,233
4/27/20,South Carolina,5613,177
4/27/20,South Dakota,2246,11
4/27/20,Tennessee,9739,184
4/27/20,Texas,25963,699
4/27/20,Utah,4236,41
4/27/20,Vermont,855,46
4/27/20,Virgin Islands,59,4
4/27/20,Virginia,13534,458
4/27/20,Washington,13958,771
4/27/20,West Virginia,1078,37
4/27/20,Wisconsin,6164,281
4/27/20,Wyoming,520,7
4/28/20,Alabama,6750,242
4/28/20,Alaska,349,7
4/28/20,Arizona,6948,297
4/28/20,Arkansas,3127,57
4/28/20,California,46570,1884
4/28/20,Colorado,14239,734
4/28/20,Connecticut,26312,2089
4/28/20,Delaware,4575,137
4/28/20,District of Columbia,3994,190
4/28/20,Florida,32838,1170
4/28/20,Georgia,23607,1022
4/28/20,Guam,1114,6
4/28/20,Hawaii,602,16
4/28/20,Idaho,1952,60
4/28/20,Illinois,48102,2132
4/28/20,Indiana,16783,992
4/28/20,Iowa,6376,136
4/28/20,Kansas,3601,127
4/28/20,Kentucky,4375,231
4/28/20,Louisiana,27329,1801
4/28/20,Maine,1040,51
4/28/20,Maryland,20200,1016
4/28/20,Massachusetts,58302,3153
4/28/20,Michigan,39469,3566
4/28/20,Minnesota,4181,301
4/28/20,Mississippi,6342,239
4/28/20,Missouri,7306,324
4/28/20,Montana,451,15
4/28/20,Nebraska,3613,56
4/28/20,Nevada,4812,225
4/28/20,New Hampshire,2010,60
4/28/20,New Jersey,113856,6442
4/28/20,New Mexico,2975,110
4/28/20,New York,300276,22777
4/28/20,North Carolina,9568,353
4/28/20,North Dakota,991,19
4/28/20,Northern Mariana Islands,14,2
4/28/20,Ohio,16769,799
4/28/20,Oklahoma,3410,207
4/28/20,Oregon,2385,99
4/28/20,Pennsylvania,45323,2092
4/28/20,Puerto Rico,1400,86
4/28/20,Rhode Island,7926,239
4/28/20,South Carolina,5735,192
4/28/20,South Dakota,2314,11
4/28/20,Tennessee,9974,190
4/28/20,Texas,26868,738
4/28/20,Utah,4343,45
4/28/20,Vermont,862,46
4/28/20,Virgin Islands,62,4
4/28/20,Virginia,14338,492
4/28/20,Washington,14165,792
4/28/20,West Virginia,1096,38
4/28/20,Wisconsin,6389,300
4/28/20,Wyoming,536,7
4/29/20,Alabama,6925,262
4/29/20,Alaska,353,7
4/29/20,Arizona,7202,308
4/29/20,Arkansas,3207,59
4/29/20,California,48904,1961
4/29/20,Colorado,14680,764
4/29/20,Connecticut,26767,2168
4/29/20,Delaware,4655,144
4/29/20,District of Columbia,4106,205
4/29/20,Florida,33185,1216
4/29/20,Georgia,24300,1086
4/29/20,Guam,1114,6
4/29/20,Hawaii,605,16
4/29/20,Idaho,1984,60
4/29/20,Illinois,50355,2221
4/29/20,Indiana,17409,1065
4/29/20,Iowa,6843,148
4/29/20,Kansas,3811,132
4/29/20,Kentucky,4538,235
4/29/20,Louisiana,27703,1845
4/29/20,Maine,1056,52
4/29/20,Maryland,20942,1078
4/29/20,Massachusetts,60265,3405
4/29/20,Michigan,40443,3670
4/29/20,Minnesota,4644,319
4/29/20,Mississippi,6569,250
4/29/20,Missouri,7426,331
4/29/20,Montana,451,16
4/29/20,Nebraska,3876,67
4/29/20,Nevada,4934,237
4/29/20,New Hampshire,2054,66
4/29/20,New Jersey,116264,6770
4/29/20,New Mexico,3213,112
4/29/20,New York,304994,23287
4/29/20,North Carolina,9947,366
4/29/20,North Dakota,1033,19
4/29/20,Northern Mariana Islands,14,2
4/29/20,Ohio,17303,937
4/29/20,Oklahoma,3473,214
4/29/20,Oregon,2446,101
4/29/20,Pennsylvania,46191,2392
4/29/20,Puerto Rico,1465,86
4/29/20,Rhode Island,8247,251
4/29/20,South Carolina,5881,232
4/29/20,South Dakota,2375,13
4/29/20,Tennessee,10255,196
4/29/20,Texas,27839,776
4/29/20,Utah,4499,45
4/29/20,Vermont,862,46
4/29/20,Virgin Islands,66,4
4/29/20,Virginia,14961,522
4/29/20,Washington,14490,805
4/29/20,West Virginia,1110,40
4/29/20,Wisconsin,6621,308
4/29/20,Wyoming,544,7
4/30/20,Alabama,7068,272
4/30/20,Alaska,353,7
4/30/20,Arizona,7648,320
4/30/20,Arkansas,3281,61
4/30/20,California,50470,2057
4/30/20,Colorado,15207,775
4/30/20,Connecticut,27700,2257
4/30/20,Delaware,4734,152
4/30/20,District of Columbia,4323,224
4/30/20,Florida,33683,1267
4/30/20,Georgia,25431,1121
4/30/20,Guam,1115,6
4/30/20,Hawaii,609,16
4/30/20,Idaho,2016,63
4/30/20,Illinois,52918,2361
4/30/20,Indiana,18099,1114
4/30/20,Iowa,7145,162
4/30/20,Kansas,4305,133
4/30/20,Kentucky,4708,240
4/30/20,Louisiana,28044,1905
4/30/20,Maine,1095,53
4/30/20,Maryland,21825,1139
4/30/20,Massachusetts,62205,3562
4/30/20,Michigan,41348,3788
4/30/20,Minnesota,5136,343
4/30/20,Mississippi,6815,261
4/30/20,Missouri,7563,341
4/30/20,Montana,452,16
4/30/20,Nebraska,4332,70
4/30/20,Nevada,5053,243
4/30/20,New Hampshire,2146,72
4/30/20,New Jersey,118652,7228
4/30/20,New Mexico,3411,123
4/30/20,New York,309696,23616
4/30/20,North Carolina,10507,385
4/30/20,North Dakota,1067,19
4/30/20,Northern Mariana Islands,14,2
4/30/20,Ohio,18027,975
4/30/20,Oklahoma,3618,222
4/30/20,Oregon,2510,103
4/30/20,Pennsylvania,48224,2580
4/30/20,Puerto Rico,1537,92
4/30/20,Rhode Island,8621,266
4/30/20,South Carolina,6095,244
4/30/20,South Dakota,2450,17
4/30/20,Tennessee,10506,200
4/30/20,Texas,29072,828
4/30/20,Utah,4672,46
4/30/20,Vermont,866,48
4/30/20,Virgin Islands,66,4
4/30/20,Virginia,15846,552
4/30/20,Washington,14814,822
4/30/20,West Virginia,1126,44
4/30/20,Wisconsin,6973,316
4/30/20,Wyoming,559,7
5/1/20,Alabama,7294,289
5/1/20,Alaska,362,7
5/1/20,Arizona,7962,330
5/1/20,Arkansas,3310,64
5/1/20,California,52318,2147
5/1/20,Colorado,15661,818
5/1/20,Connecticut,28764,2339
5/1/20,Delaware,4918,159
5/1/20,District of Columbia,4658,231
5/1/20,Florida,34720,1313
5/1/20,Georgia,26436,1153
5/1/20,Guam,1115,6
5/1/20,Hawaii,610,16
5/1/20,Idaho,2035,63
5/1/20,Illinois,56055,2464
5/1/20,Indiana,18941,1175
5/1/20,Iowa,7883,170
5/1/20,Kansas,4510,136
5/1/20,Kentucky,4879,248
5/1/20,Louisiana,28754,1970
5/1/20,Maine,1123,55
5/1/20,Maryland,23566,1192
5/1/20,Massachusetts,64311,3716
5/1/20,Michigan,42348,3866
5/1/20,Minnesota,5730,371
5/1/20,Mississippi,7212,281
5/1/20,Missouri,7840,355
5/1/20,Montana,452,16
5/1/20,Nebraska,4838,72
5/1/20,Nevada,5249,254
5/1/20,New Hampshire,2310,81
5/1/20,New Jersey,121190,7538
5/1/20,New Mexico,3513,131
5/1/20,New York,313575,23841
5/1/20,North Carolina,10922,405
5/1/20,North Dakota,1107,23
5/1/20,Northern Mariana Islands,14,2
5/1/20,Ohio,18743,1002
5/1/20,Oklahoma,3748,230
5/1/20,Oregon,2579,104
5/1/20,Pennsylvania,49764,2671
5/1/20,Puerto Rico,1573,94
5/1/20,Rhode Island,8962,279
5/1/20,South Carolina,6258,256
5/1/20,South Dakota,2525,21
5/1/20,Tennessee,11781,205
5/1/20,Texas,30342,853
5/1/20,Utah,4829,46
5/1/20,Vermont,879,49
5/1/20,Virgin Islands,66,4
5/1/20,Virginia,16901,581
5/1/20,Washington,15134,829
5/1/20,West Virginia,1152,47
5/1/20,Wisconsin,7439,327
5/1/20,Wyoming,566,7
5/2/20,Alabama,7611,288
5/2/20,Alaska,363,7
5/2/20,Arizona,8364,353
5/2/20,Arkansas,3372,72
5/2/20,California,53753,2213
5/2/20,Colorado,16118,830
5/2/20,Connecticut,29287,2436
5/2/20,Delaware,5038,168
5/2/20,District of Columbia,4797,240
5/2/20,Florida,35455,1363
5/2/20,Georgia,27268,1161
5/2/20,Guam,1117,6
5/2/20,Hawaii,611,16
5/2/20,Idaho,2061,64
5/2/20,Illinois,58505,2576
5/2/20,Indiana,19629,1229
5/2/20,Iowa,8641,175
5/2/20,Kansas,4863,140
5/2/20,Kentucky,4881,252
5/2/20,Louisiana,29183,1993
5/2/20,Maine,1152,56
5/2/20,Maryland,24568,1251
5/2/20,Massachusetts,66263,3846
5/2/20,Michigan,43191,4020
5/2/20,Minnesota,6228,395
5/2/20,Mississippi,7441,291
5/2/20,Missouri,8154,373
5/2/20,Montana,454,16
5/2/20,Nebraska,5332,75
5/2/20,Nevada,5390,257
5/2/20,New Hampshire,2429,84
5/2/20,New Jersey,123717,7742
5/2/20,New Mexico,3732,139
5/2/20,New York,318134,24035
5/2/20,North Carolina,11514,428
5/2/20,North Dakota,1153,24
5/2/20,Northern Mariana Islands,14,2
5/2/20,Ohio,19335,1021
5/2/20,Oklahoma,3851,238
5/2/20,Oregon,2635,109
5/2/20,Pennsylvania,51071,2794
5/2/20,Puerto Rico,1755,95
5/2/20,Rhode Island,9289,296
5/2/20,South Carolina,6489,267
5/2/20,South Dakota,2587,21
5/2/20,Tennessee,12376,210
5/2/20,Texas,31433,875
5/2/20,Utah,4981,49
5/2/20,Vermont,886,50
5/2/20,Virgin Islands,66,4
5/2/20,Virginia,17731,616
5/2/20,Washington,15383,833
5/2/20,West Virginia,1185,50
5/2/20,Wisconsin,7785,334
5/2/20,Wyoming,579,7
5/3/20,Alabama,7888,290
5/3/20,Alaska,366,7
5/3/20,Arizona,8640,362
5/3/20,Arkansas,3431,76
5/3/20,California,55072,2235
5/3/20,Colorado,16527,840
5/3/20,Connecticut,29287,2436
5/3/20,Delaware,5208,177
5/3/20,District of Columbia,5016,251
5/3/20,Florida,36070,1378
5/3/20,Georgia,27618,1168
5/3/20,Guam,1118,6
5/3/20,Hawaii,611,17
5/3/20,Idaho,2059,64
5/3/20,Illinois,61499,2632
5/3/20,Indiana,20267,1246
5/3/20,Iowa,9169,184
5/3/20,Kansas,5177,142
5/3/20,Kentucky,5223,256
5/3/20,Louisiana,29383,2012
5/3/20,Maine,1185,57
5/3/20,Maryland,25561,1281
5/3/20,Massachusetts,68087,4004
5/3/20,Michigan,43803,4049
5/3/20,Minnesota,6663,419
5/3/20,Mississippi,7550,303
5/3/20,Missouri,8454,378
5/3/20,Montana,454,16
5/3/20,Nebraska,5686,77
5/3/20,Nevada,5473,262
5/3/20,New Hampshire,2518,86
5/3/20,New Jersey,126744,7871
5/3/20,New Mexico,3850,151
5/3/20,New York,321833,24576
5/3/20,North Carolina,11668,436
5/3/20,North Dakota,1191,25
5/3/20,Northern Mariana Islands,14,2
5/3/20,Ohio,19914,1038
5/3/20,Oklahoma,3972,238
5/3/20,Oregon,2680,109
5/3/20,Pennsylvania,52079,2843
5/3/20,Puerto Rico,1806,97
5/3/20,Rhode Island,9477,320
5/3/20,South Carolina,6626,275
5/3/20,South Dakota,2630,21
5/3/20,Tennessee,12871,211
5/3/20,Texas,32299,890
5/3/20,Utah,5175,50
5/3/20,Vermont,897,52
5/3/20,Virgin Islands,66,4
5/3/20,Virginia,18671,660
5/3/20,Washington,15943,840
5/3/20,West Virginia,1196,50
5/3/20,Wisconsin,8089,339
5/3/20,Wyoming,586,7
5/4/20,Alabama,8112,298
5/4/20,Alaska,368,7
5/4/20,Arizona,8919,362
5/4/20,Arkansas,3469,80
5/4/20,California,56333,2297
5/4/20,Colorado,16799,849
5/4/20,Connecticut,29973,2556
5/4/20,Delaware,5288,182
5/4/20,District of Columbia,5170,258
5/4/20,Florida,36889,1398
5/4/20,Georgia,28350,1228
5/4/20,Guam,1118,6
5/4/20,Hawaii,612,17
5/4/20,Idaho,2106,64
5/4/20,Illinois,63840,2673
5/4/20,Indiana,20855,1264
5/4/20,Iowa,9703,188
5/4/20,Kansas,5385,154
5/4/20,Kentucky,5370,267
5/4/20,Louisiana,29746,2064
5/4/20,Maine,1205,57
5/4/20,Maryland,26509,1317
5/4/20,Massachusetts,69087,4090
5/4/20,Michigan,43996,4135
5/4/20,Minnesota,7234,428
5/4/20,Mississippi,7877,310
5/4/20,Missouri,8776,387
5/4/20,Montana,456,16
5/4/20,Nebraska,6123,78
5/4/20,Nevada,5627,266
5/4/20,New Hampshire,2588,86
5/4/20,New Jersey,128269,7910
5/4/20,New Mexico,4030,156
5/4/20,New York,324357,24788
5/4/20,North Carolina,11871,454
5/4/20,North Dakota,1225,25
5/4/20,Northern Mariana Islands,14,2
5/4/20,Ohio,20474,1056
5/4/20,Oklahoma,4044,238
5/4/20,Oregon,2759,109
5/4/20,Pennsylvania,52992,2880
5/4/20,Puerto Rico,1875,97
5/4/20,Rhode Island,9652,341
5/4/20,South Carolina,6757,283
5/4/20,South Dakota,2667,21
5/4/20,Tennessee,13283,216
5/4/20,Texas,33134,914
5/4/20,Utah,5326,50
5/4/20,Vermont,902,52
5/4/20,Virgin Islands,66,4
5/4/20,Virginia,19492,684
5/4/20,Washington,16047,846
5/4/20,West Virginia,1225,50
5/4/20,Wisconsin,8362,340
5/4/20,Wyoming,596,7
5/5/20,Alabama,8437,315
5/5/20,Alaska,369,7
5/5/20,Arizona,9305,395
5/5/20,Arkansas,3525,83
5/5/20,California,58848,2386
5/5/20,Colorado,17256,901
5/5/20,Connecticut,30621,2633
5/5/20,Delaware,5371,187
5/5/20,District of Columbia,5322,264
5/5/20,Florida,37431,1470
5/5/20,Georgia,28876,1277
5/5/20,Guam,1118,6
5/5/20,Hawaii,615,17
5/5/20,Idaho,2127,66
5/5/20,Illinois,65889,2843
5/5/20,Indiana,21423,1326
5/5/20,Iowa,10111,207
5/5/20,Kansas,5627,160
5/5/20,Kentucky,5822,278
5/5/20,Louisiana,30069,2115
5/5/20,Maine,1226,61
5/5/20,Maryland,27217,1390
5/5/20,Massachusetts,70271,4212
5/5/20,Michigan,44391,4179
5/5/20,Minnesota,7851,455
5/5/20,Mississippi,8207,342
5/5/20,Missouri,8919,408
5/5/20,Montana,456,16
5/5/20,Nebraska,6442,81
5/5/20,Nevada,5665,276
5/5/20,New Hampshire,2636,92
5/5/20,New Jersey,130593,8244
5/5/20,New Mexico,4137,162
5/5/20,New York,326659,25028
5/5/20,North Carolina,12283,477
5/5/20,North Dakota,1266,25
5/5/20,Northern Mariana Islands,14,2
5/5/20,Ohio,20969,1135
5/5/20,Oklahoma,4127,247
5/5/20,Oregon,2839,113
5/5/20,Pennsylvania,53967,3206
5/5/20,Puerto Rico,1924,99
5/5/20,Rhode Island,9933,355
5/5/20,South Carolina,6841,296
5/5/20,South Dakota,2720,24
5/5/20,Tennessee,13555,225
5/5/20,Texas,34286,955
5/5/20,Utah,5449,56
5/5/20,Vermont,907,52
5/5/20,Virgin Islands,66,4
5/5/20,Virginia,20256,713
5/5/20,Washington,16234,863
5/5/20,West Virginia,1243,50
5/5/20,Wisconsin,8696,353
5/5/20,Wyoming,604,7
5/6/20,Alabama,8691,343
5/6/20,Alaska,370,8
5/6/20,Arizona,9707,426
5/6/20,Arkansas,3611,87
5/6/20,California,60787,2478
5/6/20,Colorado,17720,919
5/6/20,Connecticut,30995,2718
5/6/20,Delaware,5778,193
5/6/20,District of Columbia,5461,277
5/6/20,Florida,37994,1538
5/6/20,Georgia,29724,1309
5/6/20,Guam,1118,6
5/6/20,Hawaii,616,17
5/6/20,Idaho,2158,67
5/6/20,Illinois,68164,2977
5/6/20,Indiana,22286,1377
5/6/20,Iowa,10404,219
5/6/20,Kansas,5893,163
5/6/20,Kentucky,5946,286
5/6/20,Louisiana,30472,2167
5/6/20,Maine,1254,62
5/6/20,Maryland,28263,1443
5/6/20,Massachusetts,72025,4420
5/6/20,Michigan,45079,4250
5/6/20,Minnesota,8579,485
5/6/20,Mississippi,8424,374
5/6/20,Missouri,9164,429
5/6/20,Montana,456,16
5/6/20,Nebraska,6771,85
5/6/20,Nevada,5744,286
5/6/20,New Hampshire,2741,111
5/6/20,New Jersey,131890,8549
5/6/20,New Mexico,4290,169
5/6/20,New York,329405,25956
5/6/20,North Carolina,12783,497
5/6/20,North Dakota,1323,31
5/6/20,Northern Mariana Islands,15,2
5/6/20,Ohio,21576,1225
5/6/20,Oklahoma,4201,253
5/6/20,Oregon,2916,115
5/6/20,Pennsylvania,54989,3360
5/6/20,Puerto Rico,1968,99
5/6/20,Rhode Island,10205,370
5/6/20,South Carolina,6936,305
5/6/20,South Dakota,2779,29
5/6/20,Tennessee,13737,237
5/6/20,Texas,35441,985
5/6/20,Utah,5605,59
5/6/20,Vermont,908,52
5/6/20,Virgin Islands,66,4
5/6/20,Virginia,20256,713
5/6/20,Washington,16873,881
5/6/20,West Virginia,1277,51
5/6/20,Wisconsin,9052,362
5/6/20,Wyoming,631,7
5/7/20,Alabama,9046,369
5/7/20,Alaska,373,8
5/7/20,Arizona,9945,450
5/7/20,Arkansas,3694,88
5/7/20,California,62481,2561
5/7/20,Colorado,18264,942
5/7/20,Connecticut,31784,2797
5/7/20,Delaware,5939,202
5/7/20,District of Columbia,5654,285
5/7/20,Florida,38820,1599
5/7/20,Georgia,30524,1332
5/7/20,Guam,1118,6
5/7/20,Hawaii,619,17
5/7/20,Idaho,2178,67
5/7/20,Illinois,70802,3139
5/7/20,Indiana,22942,1414
5/7/20,Iowa,11059,231
5/7/20,Kansas,6240,164
5/7/20,Kentucky,6173,302
5/7/20,Louisiana,30725,2208
5/7/20,Maine,1330,62
5/7/20,Maryland,29476,1503
5/7/20,Massachusetts,73721,4552
5/7/20,Michigan,45643,4343
5/7/20,Minnesota,9364,508
5/7/20,Mississippi,8686,396
5/7/20,Missouri,9409,449
5/7/20,Montana,456,16
5/7/20,Nebraska,7190,91
5/7/20,Nevada,5858,293
5/7/20,New Hampshire,2843,114
5/7/20,New Jersey,133635,8801
5/7/20,New Mexico,4492,172
5/7/20,New York,332931,26206
5/7/20,North Carolina,13431,521
5/7/20,North Dakota,1371,31
5/7/20,Northern Mariana Islands,15,2
5/7/20,Ohio,22131,1271
5/7/20,Oklahoma,4330,260
5/7/20,Oregon,2989,121
5/7/20,Pennsylvania,56149,3599
5/7/20,Puerto Rico,2031,102
